0.287529	0.199873	0.184906	0.157123	0.155831	0.148063	0.143274	0.136466	0.134602	0.131682	0.130270	0.127073	0.122123	0.121978	0.110001	0.101099	0.100856	0.100533	0.094898	0.091616	0.088984	0.084064	0.081245	0.078376	0.078017	0.076250	0.073265	0.071525	0.070995	0.069760	0.068574	0.061532	0.060156	0.058553	0.057634	0.057061	0.056977	0.055384	0.054191	0.052426	0.050355	0.048551	0.048546	0.048443	0.046909	0.044560	0.042008	0.040205	0.038771	0.038619	0.038229	0.037571	0.037483	0.035512	0.035024	0.033903	0.032073	0.031813	0.031645	0.030263	0.030121	0.029679	0.027033	0.024285	0.023584	0.022325	0.021155	0.020328	0.244034	0.020010	0.019617	0.017641	0.017393	0.017277	0.017205	0.016213	0.015516	0.015392	0.012269	0.011496	0.010431	0.009003	0.008488	0.008316	0.007915	0.007904	-0.571394	0.006801	0.006290	0.005994	0.005191	-0.731001	0.002273	0.001996	0.001662	0.001288	0.000671	0.000449	0.000157	0.000037	
0.657550	0.794860	0.571298	0.560728	0.558465	-1.277362	0.481943	0.463916	0.462835	0.447542	0.444353	0.414080	0.398444	0.379986	0.372889	0.341190	0.310999	0.301187	0.263932	0.260529	0.238643	0.236916	0.746747	0.233068	0.232982	0.225409	0.222446	0.221499	0.206382	0.195638	0.194279	0.189043	1.306727	0.164123	0.163780	0.161145	0.148475	0.147514	0.146768	0.142741	0.133006	0.130053	0.129792	0.128022	0.125985	0.125915	0.124238	0.118575	0.116984	0.113880	0.108610	0.103313	0.102687	0.096295	0.095706	0.092744	0.092223	0.087436	0.086050	0.085442	0.080171	0.079865	0.078742	0.067162	0.063007	0.062785	0.060154	0.056098	0.053043	0.050910	0.050482	0.678593	0.049350	0.047555	0.046583	0.043943	0.042629	0.039527	0.039412	0.038848	-0.656086	-0.239064	0.032057	0.031827	0.031427	0.031372	0.027703	0.024622	0.020340	0.018438	0.018381	0.010607	0.009143	0.008390	0.007318	0.003859	0.001797	-1.236992	0.000412	0.000126	
0.793731	0.708174	0.620547	0.556782	0.540568	0.531920	0.493737	0.452721	0.442319	0.428935	0.428549	0.418197	0.398619	0.398419	0.361917	1.484472	0.336951	0.324284	0.315656	0.314662	0.282845	0.279658	0.275630	0.272306	0.271125	0.264764	0.261472	0.260113	0.259689	0.256894	0.249264	0.246262	0.235497	0.229547	0.222938	0.206557	0.205623	0.193252	0.189646	0.185482	0.181430	0.178483	0.172492	0.170748	0.167482	0.160076	0.157315	0.155329	0.154381	0.151575	0.147695	0.145125	0.139190	0.139096	0.136144	0.135799	0.131113	0.130708	0.130308	1.101790	0.116874	0.114320	0.106131	0.103309	0.095494	0.094722	0.091190	0.090936	0.090094	0.088449	0.081391	0.080043	0.080038	0.076063	0.075386	0.073057	0.072189	0.065764	0.065414	0.060973	0.056910	0.048743	0.048110	0.043993	0.043299	0.042414	0.038431	0.030911	0.029360	0.028819	0.028372	0.028274	0.026656	0.019152	0.012333	0.010405	0.010071	0.008237	0.007072	0.006019	
1.334459	1.221065	1.188879	1.136269	0.973248	0.862966	0.855972	0.718137	0.577250	0.572222	0.538083	0.519514	0.479997	0.458555	0.434774	0.421383	0.417140	0.372977	0.365856	0.349826	0.345241	0.329945	0.308710	0.306988	0.293246	0.292218	0.291965	0.286688	0.281704	0.262559	0.261616	0.261412	0.252628	0.249938	0.245564	0.245221	0.240981	0.239669	0.239152	0.238897	0.234100	0.228510	0.226078	0.216290	0.210050	0.209866	0.209046	0.204170	0.199773	0.190530	0.189270	0.180140	-0.309895	0.172639	0.160514	0.159851	0.158677	0.157277	0.152502	0.151610	0.144860	0.143610	0.137124	0.133115	0.128437	0.123473	0.121180	0.114891	0.110097	0.109748	0.103433	0.096473	0.090793	0.086453	0.082681	0.081483	0.079917	0.078638	0.071416	0.070804	0.068406	0.063696	0.062250	0.058415	0.057642	0.047076	0.044366	0.042379	0.040118	0.036943	1.731043	0.028020	0.027760	0.020166	0.017519	0.016123	0.008933	0.004751	0.004312	0.001939	
1.084149	0.826723	0.599987	0.592215	0.588693	0.580715	0.578804	0.566342	1.135552	0.530735	0.528244	0.496014	0.484665	0.484132	0.441267	0.760367	0.390353	0.376625	0.365123	0.360613	0.354934	-1.310069	0.295951	0.288384	0.265770	0.264272	0.262990	0.257632	0.249870	0.236505	0.227239	0.225617	0.224424	0.222628	0.204476	0.203691	0.196616	0.193009	0.190376	0.178940	0.177101	0.171849	0.218876	0.170923	0.170127	0.168430	0.155107	0.152783	0.151732	0.151714	0.151015	0.148655	0.136305	0.133494	0.123350	0.122749	0.101676	0.098560	0.096724	0.096174	0.096037	0.093345	-1.081368	0.089088	0.084572	-1.376390	-0.456743	0.082808	0.081801	0.345214	0.079774	0.077842	0.074931	0.066119	0.060687	0.059469	0.056001	0.043332	0.042729	0.040972	0.036522	0.036484	0.034827	0.034222	0.034095	0.028422	0.028365	0.224924	0.025938	0.024222	0.023280	0.022348	0.022034	0.015179	0.011410	0.011073	0.010371	0.008242	0.001404	0.001361	
1.031004	1.003845	0.914692	0.752734	0.656212	0.636416	0.635245	0.550365	0.466341	0.444622	0.439036	0.416759	0.403521	0.380123	0.358852	0.352575	0.345468	0.330971	0.322865	0.318650	0.316757	0.315300	0.310272	0.300209	0.294007	0.293695	0.274546	0.260978	0.259232	0.247098	0.243331	0.223747	0.220770	0.220637	0.211318	0.207827	0.203802	0.201750	0.197020	0.195425	0.192183	0.191771	1.410586	0.181746	0.179712	0.177022	0.175498	0.166437	0.159192	0.158754	0.155622	0.154942	0.151437	0.144796	0.143558	0.141993	0.141655	0.140923	0.132435	-0.641487	0.129758	0.124255	0.122449	0.122426	0.120128	0.119721	0.108334	0.104883	0.095160	0.094047	0.090102	0.088212	0.087215	0.081086	0.080394	0.059407	0.057173	0.051176	0.051073	0.534709	0.047669	0.044888	0.541503	0.035386	0.030351	0.030080	0.027735	0.027226	0.023874	0.023433	0.023124	0.020092	0.019772	0.014834	0.013808	0.013562	0.012667	0.011171	0.007530	0.004585	
1.031021	0.989098	0.876968	0.837743	0.837165	0.765815	0.757243	0.747733	0.722077	0.719049	0.638330	0.544278	0.451978	0.446915	0.439120	0.435198	0.430904	0.418494	1.111569	0.395868	0.381498	0.375947	0.368270	0.357583	0.354507	0.344779	0.341292	0.338894	0.338659	0.323231	0.321628	0.315669	0.305963	0.305110	0.302229	0.297332	0.289791	0.284320	0.275605	0.273831	0.272773	0.260735	0.259080	0.254770	0.252256	0.246589	0.244384	0.244088	0.237155	0.233487	0.231430	0.221484	0.219265	0.219215	0.210756	0.205702	0.204901	0.189198	0.177543	0.173224	0.165398	0.164276	0.163041	0.162934	0.130316	0.128786	0.127174	0.118664	0.118285	0.108964	1.638954	0.099555	0.098044	0.096144	0.095502	0.090464	0.086202	0.074764	0.071606	0.067859	0.064557	0.060410	0.058638	0.058242	0.055613	0.051530	0.050803	0.049162	0.047185	0.038463	0.031465	0.027958	0.025860	0.024611	0.021509	0.016453	0.011202	0.010998	0.005118	0.001331	
1.904209	1.693193	1.360574	1.006846	1.001802	0.980974	0.949878	0.921758	0.854753	0.853029	0.818831	0.792846	0.734391	0.715704	0.694964	0.620673	0.618822	0.597526	0.573481	0.570089	0.542961	0.529908	0.500194	0.494443	-0.833995	0.480068	0.450901	0.428944	0.693908	0.412823	0.409132	0.387624	0.379374	0.372139	0.358011	0.345493	0.342229	1.637698	0.321664	0.304074	0.291418	0.285093	0.280247	0.278756	0.277278	0.264499	0.259249	0.242311	0.237368	0.232483	0.223400	-0.943892	0.216038	0.215310	0.200249	0.199399	0.197122	0.191210	0.752860	0.176874	0.171078	0.162875	0.162391	0.157423	0.153824	0.152653	0.139964	0.139463	0.128637	0.116275	0.114498	0.113385	0.107175	0.106619	0.102502	0.101078	0.095788	0.091716	0.089292	0.086002	0.078707	0.075219	0.064666	0.062902	0.060033	0.055587	0.055408	0.055235	0.043227	0.042440	0.033259	0.033081	0.032115	0.027975	0.027104	0.013244	0.010890	0.009101	0.007484	0.006950	
2.156524	2.002867	1.869781	1.834687	1.498507	1.450971	1.376822	0.330015	1.260332	1.195772	1.166737	1.142144	1.671868	1.017391	0.957505	0.942680	0.931412	0.912357	0.878436	0.799850	0.787343	0.738474	0.733482	0.721166	0.714730	0.709872	0.693906	0.686867	0.674612	0.658475	0.658421	0.656633	0.649269	0.648663	0.608811	0.601116	0.600937	0.600047	0.598127	0.591770	0.589065	0.583598	0.575237	0.557127	0.547308	0.515560	0.513702	0.512116	0.504649	0.478493	0.442045	0.435372	0.411379	0.389834	0.675289	0.381043	0.365651	0.365325	0.339947	0.335232	0.335225	0.289607	0.274174	0.237354	0.227795	0.203157	0.203049	0.189850	0.187066	0.184573	0.169783	0.168109	0.158247	0.130834	0.128044	0.109633	0.109200	0.105979	0.102609	0.101709	0.101306	0.089223	0.087777	0.087230	0.079839	0.060951	0.053591	0.044702	0.041068	0.037739	0.034880	0.031074	0.027035	0.022941	0.022603	0.015057	0.012542	0.010730	0.007465	0.003462	
3.523339	2.190917	2.159624	2.020448	1.728534	1.579467	1.552239	1.551583	1.532710	1.424564	1.398897	1.283568	1.218120	1.217294	1.180978	1.025830	0.990688	0.423777	0.975540	0.950206	0.944685	0.846164	0.840168	0.837079	0.826802	0.812803	0.804631	0.803851	0.771677	0.743347	0.730755	0.720298	0.706748	0.673775	0.635644	0.621716	0.607899	0.603284	0.580322	0.559496	-0.363383	0.529071	0.519909	0.514793	0.484315	0.479615	0.475492	0.474673	0.457836	-0.180547	0.424170	0.420335	0.388953	0.370675	0.361417	0.340396	0.327977	0.322967	0.319302	0.319177	0.314477	0.301584	0.300160	0.286997	0.278798	0.273530	0.259028	0.251731	0.246250	0.241439	0.235956	0.234411	0.230958	0.219665	0.419861	0.170388	0.165905	0.145620	0.141674	0.139456	0.116741	0.113931	0.107641	0.103782	0.097915	0.091316	0.081404	0.070072	0.059437	0.050626	0.046612	-1.046872	0.043959	0.043767	0.042900	0.029452	0.025467	0.021916	-1.551225	0.009222	
